Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes,Decision,Decision_Reason,Verified_Source,Verified_Date,Verified_Country,Verified_Genre,Verified_Status,Confidence_New,Evidence
Outre,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Over Your Threshold,Germany,Munich,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Oversense,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Oya,,,,,https://www.facebook.com/oya.rock2020,,,https://www.facebook.com/oya.rock2020,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/oya.rock2020,2026-09-23,,,,Low,no decisive current signal
PIK Wrocław — Punkt Informacji Kulturalnej,,Wrocław,,wroclaw@pikplus.pl,,https://pik.wroclaw.pl/,,https://pik.wroclaw.pl/,,2026-09-22,,,,,,NOWY PROMO LEAD OSv2 RUN1. Gmail: brak wcześniejszego kontaktu na wroclaw@pikplus.pl.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://pik.wroclaw.pl/,2026-09-23,,,,Low,no decisive current signal
Painful,Germany,Baden-Baden,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Palace,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.instagram.com/palaceskateboards/,2026-09-23,Germany,,,Low,no decisive current signal
Pandemia,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Pandemic Outbreak,,Gdańsk,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Pandemonium,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Panychida,Czechia,Plzen,"black, folk metal",,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,"black, folk metal",,Low,no decisive current signal
Panzer,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Panzer X,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Panzerballett,Germany,Munich,progressive metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,progressive metal,,Low,no decisive current signal
Paradox,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Paragon,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Paranoiz,Germany,Herten,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Parasite Inc.,Germany,Aalen,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Parhelyon,Germany,Baden-Württemberg,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Parricide,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Parsifall,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Party San opener,,,,,https://www.party-san.de/en/informations/band-application,,,https://www.party-san.de/en/informations/band-application,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.party-san.de/en/informations/band-application,2026-09-23,,,,Low,no decisive current signal
Passion For Sorrow,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Path of Destiny,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Path of Golconda,Germany,Oberhausen,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pathfinder,,Poznań,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Patriarkh,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Patrick Hemer,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pe.,,,,,https://www.facebook.com/peoficjalnie23,,,https://www.facebook.com/peoficjalnie23,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/peoficjalnie23,2026-09-23,,,,Low,no decisive current signal
Perpetual,,Gdańsk,"groove metal, thrash",,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,"groove metal, thrash",,Low,no decisive current signal
Perversity,Slovakia,,death metal,,,,,https://www.metalunderground.com/bands/country/Slovakia/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Slovakia/,2026-09-23,Slovakia,death metal,,Low,no decisive current signal
Perzonal War,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Phantasma,Slovakia,,,,,,,https://www.metalunderground.com/bands/country/Slovakia/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Slovakia/,2026-09-23,Slovakia,,,Low,no decisive current signal
Phantom 5,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Phantom Winter,Germany,Würzburg,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Phareon,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Phobiatic,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Piece,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pielesze,,,,,https://www.facebook.com/Pielesze-102233094689985/,,,https://www.facebook.com/Pielesze-102233094689985/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/Pielesze-102233094689985/,2026-09-23,,,,Low,no decisive current signal
Pietrasonica Fest,,,,,https://www.facebook.com/pietrasonica,,,https://www.facebook.com/pietrasonica,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/pietrasonica,2026-09-23,,,,Low,no decisive current signal
Pieśni LYE,,,,,https://www.facebook.com/profile.php?id=61579660711063,,,https://www.facebook.com/profile.php?id=61579660711063,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/profile.php?id=61579660711063,2026-09-23,,,,Low,no decisive current signal
Pigeon Toe,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pighead,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pink Cream 69,Germany,Karlsruhe,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Place Vendome,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Placenta Powerfist,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Plainride,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Plenty of Nails,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pokuta,,Rzeszów,black metal,,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,black metal,,Low,no decisive current signal
PolandRock 2025,,,,,https://polandrockfestival.pl/eliminacje,,,https://polandrockfestival.pl/eliminacje,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://polandrockfestival.pl/eliminacje,2026-09-23,,,,Low,no decisive current signal
Polskie Radio PiK — Muzyka Spoza Układu,,Bydgoszcz,,msu@radiopik.pl,,https://www.radiopik.pl/,,https://www.radiopik.pl/,,2026-09-22,,,,,,NOWY LEAD 05.09. Gmail: brak historii.,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.radiopik.pl/,2026-09-23,,,,High,entity-type rule
Poppy Seed Grinder,Czechia,Praha,death metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,death metal,,Low,no decisive current signal
Porta Nigra,Germany,Koblenz,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Postmodern Coffin,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Poverty's No Crime,Germany,Twistringen,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Power World,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Powergame,Germany,Bielefeld,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Powerwolf,Germany,Saarland,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3157&page=1&tab=news,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 active + current news,KEEP,Band identity verified and there is current/active evidence,https://www.facebook.com/powerwolfmetal/,2026-09-23,Germany,power metal,Active,Medium,2025/2026 activity
Powerworld,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Praise the Plague,Germany,Berlin,black metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,black metal,,Low,no decisive current signal
Pregierz,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
President Evil,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.youtube.com/watch?v=EQOPC417A_w,2026-09-23,Germany,,,Low,no decisive current signal
Primal Fear,Germany,Esslingen,"heavy, power metal",,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,"heavy, power metal",,Low,no decisive current signal
Privateer,,Cracow,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Profanity,Germany,,death metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,death metal,,Low,no decisive current signal
Profanus Nathrakh,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Profeci,,Poznań,black metal,,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,black metal,,Low,no decisive current signal
Prog Radio,,Online,,submissions@progradio.com,,https://www.progradio.com/submissions,,https://www.progradio.com/submissions,,2026-09-22,,,,,,"VIRYA ma pełny album 2025, więc spełnia preferencję stacji.",REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.progradio.com/submissions,2026-09-23,,,,High,entity-type rule
Progresja,,Warszawa,,,,https://progresja.com/,,https://progresja.com/,,2026-09-22,,,,,,Oficjalna ścieżka kontaktu/formularz.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://progresja.com/,2026-09-23,,,,Low,no decisive current signal
Progress Utopia,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Protector,Germany,,thrash metal,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.youtube.com/watch?v=IKjPPwwz3Sk,2026-09-23,Germany,thrash metal,,Low,no decisive current signal
Provocation,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Prowler,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Przegląd Kapel Rockowych '25,,,,,https://www.lck.art.pl/aktualnosci/przeglad-kapel-rockowych-25-luxtorpeda,,,https://www.lck.art.pl/aktualnosci/przeglad-kapel-rockowych-25-luxtorpeda,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.lck.art.pl/aktualnosci/przeglad-kapel-rockowych-25-luxtorpeda,2026-09-23,,,,Low,no decisive current signal
Psychomantum,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Psychotic Violence,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Psychotron,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pump,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Purgatory,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Purnama,Czechia,Liberec/Turnov region,"black, death metal",,,,,https://www.tourforger.com/lineup-band/2606-purnama,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 festival/tour listing,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/lineup-band/2606-purnama,2026-09-23,Czechia,"black, death metal",Active,Medium,existing current source
Purple Strain,,,,,https://www.facebook.com/purplestrain,,,https://www.facebook.com/purplestrain,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/purplestrain,2026-09-23,,,,Low,no decisive current signal
Pyre,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
Pół Tony,,,,,https://www.facebook.com/profile.php?id=100090102833249,,,https://www.facebook.com/profile.php?id=100090102833249,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/profile.php?id=100090102833249,2026-09-23,,,,Low,no decisive current signal
Quercus,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Quiet Confidence,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/page/8/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/page/8/,2026-09-23,Germany,,,Low,no decisive current signal
RaF,,,,,https://www.facebook.com/profile.php?id=61551032519958,,,https://www.facebook.com/profile.php?id=61551032519958,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/profile.php?id=61551032519958,2026-09-23,,,,Low,no decisive current signal
