index,"press/media registry — context only, no sheet intake",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
454,Loudwire,local_press,,tips@loudwire.com,https://loudwire.com,,t,f,f,f,50,50.0,50.0
455,Love Kraków,local_press,,d.kucinski@lovekrakow.pl,https://lovekrakow.pl,,t,f,f,f,50,50.0,50.0
456,Lubisz To,local_press,,rusinowski@lubiszto.org,https://lubiszto.org,,t,f,f,f,50,50.0,50.0
457,Lubię Śląsk kulturalnie,local_press,,slaskkulturalnie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
458,Luna Music Polska,patron,,luna@luna.pl,https://luna.pl,,t,f,f,f,50,50.0,50.0
459,Lupus Unleashed,local_press,,lupusunleashed@onet.pl,https://onet.pl,,t,f,f,f,50,50.0,50.0
460,Luta Records,patron,,kuba@lutarecords.pl,https://lutarecords.pl,,t,f,f,f,50,50.0,50.0
461,Lynx Music,patron,,lynx@lynxmusic.pl,https://lynxmusic.pl,,t,f,f,f,50,50.0,50.0
462,M/I Kwartalnik Muzyczny,local_press,,redakcja@mimagazyn.pl,https://mimagazyn.pl,,t,f,f,f,50,50.0,50.0
463,MARIA RYSUJE - Maria Regucka,creator,,mariaregucka@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
464,MC Radio,radio,,reklama@mcradio.pl,https://mcradio.pl,,t,f,f,f,50,50.0,50.0
465,MDC - Muzyka Dla Ciebie,radio,,radiomdc@radiomdc.no-ip.org,https://radiomdc.no-ip.org,,t,f,f,f,50,50.0,50.0
466,METAL 2020s — Polychroma,creator,,mypolychroma@gmail.com,,https://open.spotify.com/playlist/2tG4vSoIv96vIZTk4G1OHe,t,f,f,f,50,50.0,50.0
467,MISIEWICZ IlUSTRATION,creator,,misiewicz.malm@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
468,MJmimi,patron,,mjmimi@mjmimi.pl,https://mjmimi.pl,,t,f,f,f,50,50.0,50.0
469,MM Szczecin,local_press,,mmszczecin@mediaregionalne.pl,https://mediaregionalne.pl,,t,f,f,f,50,50.0,50.0
470,MORS Mega Otwarte Radio Studenckie,radio,,muzyka@mors.ug.edu.pl,https://mors.ug.edu.pl,,t,f,f,f,50,50.0,50.0
471,MUCHADSGN - Konrad Moszyński,creator,,muchask8@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
472,MUSCA IMAGO,creator,,musca.imago@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
473,MUZYKO(B)LOG,local_press,,hubert.mysliwiec@onet.pl,https://onet.pl,,t,f,f,f,50,50.0,50.0
474,MaMocRecords,patron,,pawel@mamocrecords.com,https://mamocrecords.com,,t,f,f,f,50,50.0,50.0
475,Maciej Kamuda,creator,,maciejkamuda@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
476,"Maciej Markowski, Jakub Michalski",radio,,niedlasingli@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
477,Maciej Wałejko,radio,,szuflada@radioaktywne.pl,https://radioaktywne.pl,,t,f,f,f,50,50.0,50.0
478,Maciej Werk,radio,,m.werk@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
479,Mad Rock House,radio,,mrhkontakt@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
480,Magazyn,local_press,,redakcja@mgzn.pl,https://mgzn.pl,,t,f,f,f,50,50.0,50.0
481,Magda Miszewska,radio,,kultura@uwmfm.pl,https://uwmfm.pl,,t,f,f,f,50,50.0,50.0
482,Magda Sawicka,creator,,sawickaster@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
483,Magic Records,patron,,kontakt@magicrecords.com.pl,https://magicrecords.com.pl,,t,f,f,f,50,50.0,50.0
484,Magiel,local_press,,robert.szklarz@magiel.waw.pl,https://magiel.waw.pl,,t,f,f,f,50,50.0,50.0
485,Magnetoffon,local_press,,s.brzozka@magnetoffon.info,https://magnetoffon.info,,t,f,f,f,50,50.0,50.0
486,Makak,radio,,makak@antyradio.pl,https://antyradio.pl,,t,f,f,f,50,50.0,50.0
487,"Marcin Mendelbaum, Magdalena Gałczynska, Piotr Bielawski, Jerzy Kijo",radio,,m.mendelbaum@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
488,Marcin Tercjak,radio,,m.tercjak@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
489,Marcin Tercjak i Bartosz Florczak,radio,,b.florczak@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
490,Marek Lubasiński i Asia Gzyra,radio,,towar@radiokampus.waw.pl,https://radiokampus.waw.pl,,t,f,f,f,50,50.0,50.0
491,Marek Rycak,radio,,lublista@radio-lublin.pl,https://radio-lublin.pl,,t,f,f,f,50,50.0,50.0
492,Margo Dumin Illustrations,creator,,margolcia.dumin@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
493,Maria Bobela,creator,,mariabobela@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
494,Marianna Pruchniak,radio,,marianna.pruchniak@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
495,Mariusz Rodziewicz,local_press,,mariusz.rodziewicz@mediaregionalne.pl,https://mediaregionalne.pl,,t,f,f,f,50,50.0,50.0
496,"Marta ""Tygrys"" Pokorska-Jurek",radio,,tematyczny@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
497,Marta Gliwińska,creator,,martagliwinska@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
498,"Marta Ruda, Paweł Szczudkowski",radio,,lista@radiopraga.pl,https://radiopraga.pl,,t,f,f,f,50,50.0,50.0
499,Marta Tomczyk,creator,,marta.tomczyk@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
500,"Martyna ""Niger"" Jakubowska Graphic's",creator,,nigerpmi220395@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
501,Martyna Lejman,creator,,mrtnljmn@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
502,Martyna Wójcik-Śmierska,creator,,kontakt@martynawojcik.com,https://martynawojcik.com,,t,f,f,f,50,50.0,50.0
503,Maski - Gazeta Młodzieżowa,local_press,,redakcja@gazetamaski.pl,https://gazetamaski.pl,,t,f,f,f,50,50.0,50.0
504,"Mateusz Chłystun, Wojtek Zagaj",radio,,wojciech.zagaj@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
505,Mateusz Kołek,creator,,matkolek@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
506,Mazowsze,radio,,redakcja@radio-mazowsze.pl,https://radio-mazowsze.pl,,t,f,f,f,50,50.0,50.0
507,Mało Obiektywnie,radio,,mariusz.owczarek@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
508,Megafon,radio,,megafon@kpsw.edu.pl,https://kpsw.edu.pl,,t,f,f,f,50,50.0,50.0
509,Megafon Muzyczny,local_press,,megafonmuzyczny@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
510,Melba,local_press,,info@melbamagazine.com,https://melbamagazine.com,,t,f,f,f,50,50.0,50.0
511,Melodeath,radio,,melodeath@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
512,Melodic Metalcore - Best Of,creator,,spotifybestof@yahoo.com,,https://open.spotify.com/playlist/2wNAOkfXWSl88w8URX6RdC,t,f,f,f,50,50.0,50.0
513,Mercilles Death,patron,,merciless@vp.pl,https://vp.pl,,t,f,f,f,50,50.0,50.0
514,Merkury Polskie Radio,radio,,internet@radiomerkury.pl,https://radiomerkury.pl,,t,f,f,f,50,50.0,50.0
515,Metal Breakfast Radio,radio,,lapdog1@mac.com,https://mac.com,,t,f,f,f,50,50.0,50.0
516,Metal Detektor Radio Študent,radio,,metaldetektor@radiostudent.si,https://radiostudent.si,,t,f,f,f,50,50.0,50.0
517,Metal Devastation Radio,radio,,zach@metaldevastationradio.com,https://metaldevastationradio.com,,t,f,f,f,50,50.0,50.0
518,Metal Devastation Radio,local_press,,,https://metaldevastationradio.com,,t,f,f,f,50,50.0,50.0
519,Metal Devastation Radio — online metal radio,radio,,,https://metaldevastationradio.com,https://metaldevastationradio.com,t,f,f,f,50,50.0,50.0
520,Metal Gentleman — YouTube channel + blog,local_press,,promotion@metalgentleman.com,,https://metalgentleman.com/submit-your-band/,t,f,f,f,50,50.0,50.0
521,Metal Groove Radio,radio,,metalgrooveradio@yahoo.com,https://yahoo.com,,t,f,f,f,50,50.0,50.0
522,Metal Hammer,local_press,,,https://metalhammer.com,,t,f,f,f,50,50.0,50.0
523,Metal Hammer (YouTube),creator,,,https://youtube.com/@metalhammer,,t,f,f,f,50,50.0,50.0
524,Metal Hammer Germany,local_press,,online@metal-hammer.de,https://metal-hammer.de,,t,f,f,f,50,50.0,50.0
525,Metal Injection,local_press,,tips@metalinjection.net,https://metalinjection.net,,t,f,f,f,50,50.0,50.0
526,Metal Kross Radio,radio,,metalkrossradio@usa.com,https://usa.com,,t,f,f,f,50,50.0,50.0
527,Metal Mantra,local_press,,,https://metal-mantra.com,,t,f,f,f,50,50.0,50.0
528,Metal Mantra — heavy music news,local_press,,,https://metal-mantra.com/submit/,https://metal-mantra.com/submit/,t,f,f,f,50,50.0,50.0
529,Metal Noise,local_press,,,https://metalnoise.net,,t,f,f,f,50,50.0,50.0
530,Metal Noise — review blog,local_press,,666metalnoise@gmail.com,,https://metalnoise.net/submissions,t,f,f,f,50,50.0,50.0
531,Metal Sucks,local_press,,news@metalsucks.net,https://metalsucks.net,,t,f,f,f,50,50.0,50.0
532,Metal Tavern Radio,radio,,jamescorprew@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
533,Metal Trenches,creator,,,https://youtube.com/c/metaltrenches,,t,f,f,f,50,50.0,50.0
534,Metal Woman Radio,radio,,metalwomanradio@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
535,Metal Workout Intense TOP100,creator,,metalstars_promo@email.de,,https://open.spotify.com/playlist/214zuvy65rXE92gYnAON7m,t,f,f,f,50,50.0,50.0
536,Metal Zone Radio,radio,,contato@metalzone.radio.br,https://metalzone.radio.br,,t,f,f,f,50,50.0,50.0
537,MetalFM,radio,,leimsen@metalfm.de,https://metalfm.de,,t,f,f,f,50,50.0,50.0
538,MetalizacjA - Metal Radio Show,radio,,metalizacja@index.zgora.pl,https://index.zgora.pl,,t,f,f,f,50,50.0,50.0
539,Meteor UAM,radio,,biuro@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
540,Metro,reviewer,,metronysa@op.pl,https://op.pl,,t,f,f,f,50,50.0,50.0
541,Miasta w Komie,local_press,,miastawkomie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
542,Miasto Ma Głos,local_press,,miastomaglos@tlen.pl,https://tlen.pl,,t,f,f,f,50,50.0,50.0
543,Miasto i Ludzie,local_press,,redakcja@miastoiludzie.pl,https://miastoiludzie.pl,,t,f,f,f,50,50.0,50.0
544,Michał Gancarski + Piotr Czarnota,radio,,klimatyzator@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
545,Michał Karwatowicz,local_press,,infomusic@infomusic.pl,https://infomusic.pl,,t,f,f,f,50,50.0,50.0
546,"Michał Lisiewicz, Blanka Borys, Piotr Radio",radio,,michal.lisiewicz@radioaktywne.pl,https://radioaktywne.pl,,t,f,f,f,50,50.0,50.0
547,Michał Napiórkowski i Piotr Szauer,radio,,redakcja.muzyczna@uwmfm.pl,https://uwmfm.pl,,t,f,f,f,50,50.0,50.0
548,"Michałowska Martyna, Szymura Sebastian",radio,,sebastian.szymura@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
549,Miej Miejsce,local_press,,redakcja@miejmiejsce.com,https://miejmiejsce.com,,t,f,f,f,50,50.0,50.0
550,Mik Music,patron,,innyadreswojtka@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
551,Miladelic,reviewer,,milalee.art@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
552,Mind Born,creator,,michal@mindborn.pl,https://mindborn.pl,,t,f,f,f,50,50.0,50.0
553,Mirrorphobic,patron,,mirrorphobic@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
554,Mittendrin,radio,,redakcja@mittendrin.pl,https://mittendrin.pl,,t,f,f,f,50,50.0,50.0
555,Modlitwy Psychodeliczne,radio,,mikolaj.zurakowski@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
556,Moja Stodoła,local_press,,roland.filip@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
557,Moje Katowice,local_press,,barbara.lukomska@silnet.pl,https://silnet.pl,,t,f,f,f,50,50.0,50.0
558,Moje Miasto Trójmiasto,local_press,,redakcja@mmtrojmiasto.pl,https://mmtrojmiasto.pl,,t,f,f,f,50,50.0,50.0
559,Monitor Magazine,local_press,,redakcja@monitor-magazine.com,https://monitor-magazine.com,,t,f,f,f,50,50.0,50.0
560,Motoradio,radio,,redakcja@motoradio.com.pl,https://motoradio.com.pl,,t,f,f,f,50,50.0,50.0
561,Multikulti Project,patron,,e-sklep@multikulti.com,https://multikulti.com,,t,f,f,f,50,50.0,50.0
562,Muno PL,local_press,,info@muno.pl,https://muno.pl,,t,f,f,f,50,50.0,50.0
563,Music Alert,local_press,,news@musicalert.pl,https://musicalert.pl,,t,f,f,f,50,50.0,50.0
564,Music Face,local_press,,musicface.pl@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
565,Music Is,local_press,,kubastadnicki@musicis.pl,https://musicis.pl,,t,f,f,f,50,50.0,50.0
566,Music Merch,reviewer,,sklep@musicmerch.pl,https://musicmerch.pl,,t,f,f,f,50,50.0,50.0
567,Music Rage,patron,,musicrage@musicrage.org,https://musicrage.org,,t,f,f,f,50,50.0,50.0
568,Music Serwis COM PL,local_press,,katarzyna.prychacz@op.pl,https://op.pl,,t,f,f,f,50,50.0,50.0
569,Music Store Poznań,reviewer,,poznan@musicstore.com.pl,https://musicstore.com.pl,,t,f,f,f,50,50.0,50.0
570,Music to the People,local_press,,info@musictothepeople.pl,https://musictothepeople.pl,,t,f,f,f,50,50.0,50.0
571,Musicgram,local_press,,redakcja@musicgram.pl,https://musicgram.pl,,t,f,f,f,50,50.0,50.0
572,Musicngear,local_press,,info+metalcore.submissions@musicngear.com,https://musicngear.com,,t,f,f,f,50,50.0,50.0
573,Musique Experimentale,radio,,eksperymentale@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
574,Muzo TV,local_press,,redakcja@muzo.tv,https://muzo.tv,,t,f,f,f,50,50.0,50.0
575,Muzol,local_press,,m-arcin@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
576,Muzomaniak,local_press,,chwedczuk.marek@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
577,Muzotakt,local_press,,redakcja@muzotakt.pl,https://muzotakt.pl,,t,f,f,f,50,50.0,50.0
578,Muzoteka,local_press,,redakcja@muzoteka.pl,https://muzoteka.pl,,t,f,f,f,50,50.0,50.0
579,Muzycy Trójmiasta,local_press,,muzycy-trojmiasta@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
580,Muzyczna Artyleria,radio,,muzyczna.artyleria@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
581,Muzyczna Scena Łodzi,local_press,,dymek@ulicznagaleriadzwieku.pl,https://ulicznagaleriadzwieku.pl,,t,f,f,f,50,50.0,50.0
582,Muzyczne Radio,radio,,radio@muzyczneradio.pl,https://muzyczneradio.pl,,t,f,f,f,50,50.0,50.0
583,Muzyczne Wędrowanie,local_press,,muzycznewedrowanie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
584,Muzyczny Esflorres,local_press,,romantycyrocka@toksyna.fm,https://toksyna.fm,,t,f,f,f,50,50.0,50.0
585,Muzyczny Horyzont,local_press,,kontakt@muzycznyhoryzont.pl,https://muzycznyhoryzont.pl,,t,f,f,f,50,50.0,50.0
586,Muzyczny Kraków,local_press,,kontakt@muzyczny-krakow.eu,https://muzyczny-krakow.eu,,t,f,f,f,50,50.0,50.0
587,Muzyczny Piotrków,local_press,,amusicagencja@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
588,Muzyka Alternatywna,local_press,,takisam100@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
589,Muzyka DZIENNIK PL,local_press,,diana.rymuza@infor.pl,https://infor.pl,,t,f,f,f,50,50.0,50.0
590,Muzyka Interia,local_press,,newsroom@firma.interia.pl,https://firma.interia.pl,,t,f,f,f,50,50.0,50.0
591,Muzyka Onet,local_press,,pawel.gaik@portal.onet.pl,https://portal.onet.pl,,t,f,f,f,50,50.0,50.0
592,Muzyka na Fali,radio,,biuro@skafala.pl,https://skafala.pl,,t,f,f,f,50,50.0,50.0
593,Muzyka z głośnika,local_press,,mzg@mzg.pl,https://mzg.pl,,t,f,f,f,50,50.0,50.0
594,Muzykamenty [RIP],radio,,maciej.majewski@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
595,Muzykoholicy,local_press,,muzykoholicy.com@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
596,Muzykoteka,radio,,muzykoteka@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
597,My Shit In Your Coffe,patron,,info@myshitinyourcoffee.com,https://myshitinyourcoffee.com,,t,f,f,f,50,50.0,50.0
598,Myszliciel kwartalnik interdyscyplinarny KNS MISH,local_press,,myszliciel@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
599,Mówią Na Mieście,local_press,,redakcja@mowianamiescie.pl,https://mowianamiescie.pl,,t,f,f,f,50,50.0,50.0
600,Młoda Gdynia,local_press,,mariusz.sieraczkiewicz@mlodagdynia.pl,https://mlodagdynia.pl,,t,f,f,f,50,50.0,50.0
601,Młodzi Wykonawcy,local_press,,mlodzi.wykonawcy.pl@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
602,NNRadio,radio,,contact@nnradio.pl,https://nnradio.pl,,t,f,f,f,50,50.0,50.0
603,NOH8,reviewer,,office@noh8.eu,https://noh8.eu,,t,f,f,f,50,50.0,50.0
604,Na Fest,local_press,,kontakt@nafest.pl,https://nafest.pl,,t,f,f,f,50,50.0,50.0
605,Na Temat,local_press,,tomasz.machala@natemat.pl,https://natemat.pl,,t,f,f,f,50,50.0,50.0
606,Na obrzeżach,local_press,,michal.d.wieczorek@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
607,Nadaje.com,radio,,firma@nadaje.com,https://nadaje.com,,t,f,f,f,50,50.0,50.0
608,Nadia Szymańska,radio,,muzyka@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
609,Najlepsze Piosenki,local_press,,kontakt@najlepszepiosenki.pl,https://najlepszepiosenki.pl,,t,f,f,f,50,50.0,50.0
610,Namuzowani,local_press,,sennasenna@vp.pl,https://vp.pl,,t,f,f,f,50,50.0,50.0
611,Nasiono Records,patron,,info@nasiono.net,https://nasiono.net,,t,f,f,f,50,50.0,50.0
612,Nasza Łódź da się lubić - Lodz.ipowiat.pl,local_press,,lodz@ipowiat.pl,https://ipowiat.pl,,t,f,f,f,50,50.0,50.0
613,Nasze FM,radio,,sekretariat@nasze.pl,https://nasze.pl,,t,f,f,f,50,50.0,50.0
614,Nasze miasto Łódź,local_press,,patronaty@naszemiasto.pl,https://naszemiasto.pl,,t,f,f,f,50,50.0,50.0
615,Naszywki,reviewer,,biuro@naszywki.net,https://naszywki.net,,t,f,f,f,50,50.0,50.0
616,Natalia Martuzalska / Maciek Sławski / Adam Kaczorowski,radio,,faworki@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
617,Nawiedzone studio,radio,,nawiedzonestudio@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
618,Net Fan,local_press,,sandra.jedrowiak@netfan.pl,https://netfan.pl,,t,f,f,f,50,50.0,50.0
619,Nevada Music,patron,,nevadamusic@onet.pl,https://onet.pl,,t,f,f,f,50,50.0,50.0
620,Neverland,radio,,jakub.marszalkowski@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
621,New Abra,patron,,info@newabra.com.pl,https://newabra.com.pl,,t,f,f,f,50,50.0,50.0
622,New Life Recordings,patron,,newlife.recordings@myspace.com,https://myspace.com,,t,f,f,f,50,50.0,50.0
623,New Metalcore 2026 — RIFF CULT,creator,,riffcultjp@gmail.com,,https://open.spotify.com/playlist/280unJx37YbHbRvPDlZxPi,t,f,f,f,50,50.0,50.0
624,NewsrmTV,local_press,,redakcja@newsrm.tv,https://newsrm.tv,,t,f,f,f,50,50.0,50.0
625,Next-Gen Metal,creator,,,https://groover.co,,t,f,f,f,50,50.0,50.0
626,Nextpop Label / Innersong,patron,,info.nextpop@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
627,Nie Znasz Tego,local_press,,diabelmowi@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
628,Nierdzewna Stal,radio,,nierdzewnastal@centrum.fm,https://centrum.fm,,t,f,f,f,50,50.0,50.0
629,Nietoperzownia Atelier de chauvesouris,reviewer,,diesmara@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
630,Nikt już nie słucha dobrej muzyki,local_press,,niktjuznieslucha@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
631,Nine Records,reviewer,,sklep@nine-records.pl,https://nine-records.pl,,t,f,f,f,50,50.0,50.0
632,Noisey Music by VICE,local_press,,andrzej.cala@vice.com,https://vice.com,,t,f,f,f,50,50.0,50.0
633,Noob Heavy,local_press,,teamnoobheavy@gmail.com,https://noobheavy.com,,t,f,f,f,50,50.0,50.0
634,Northern Metal Radio,radio,,northernmetalradio@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
635,Nostalgia,radio,,biuro@nostalgia.waw.pl,https://nostalgia.waw.pl,,t,f,f,f,50,50.0,50.0
636,Notes na 6 tygodni,local_press,,nn6t@funbec.eu,https://funbec.eu,,t,f,f,f,50,50.0,50.0
637,Nowa Gazeta Śląska,local_press,,redakcja@nowagazetaslaska.eu,https://nowagazetaslaska.eu,,t,f,f,f,50,50.0,50.0
638,Nowa Muzyka,local_press,,redakcja@nowamuzyka.pl,https://nowamuzyka.pl,,t,f,f,f,50,50.0,50.0
639,Nowe Idzie Od Morza,local_press,,jakub.knera@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
640,Nowinki - Politechnika Krakowska,radio,,nowinki@pk.edu.pl,https://pk.edu.pl,,t,f,f,f,50,50.0,50.0
641,O PL Polski Portal Kultury,local_press,,redakcja@o.pl,https://o.pl,,t,f,f,f,50,50.0,50.0
642,OKO,radio,,radiooko@radiooko.pl,https://radiooko.pl,,t,f,f,f,50,50.0,50.0
643,OLD SCHOOL DESIGN - Malwina Siedlecka,creator,,old_school_design@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
644,ONTV - Poznańska Telewizja,local_press,,marketing@ontv.pl,https://ontv.pl,,t,f,f,f,50,50.0,50.0
645,OSTROŚĆ studio,creator,,studioostrosc@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
646,Oblicza Kultury,local_press,,redakcja@obliczakultury.pl,https://obliczakultury.pl,,t,f,f,f,50,50.0,50.0
647,Obudź Warszawę [RIP],local_press,,obudzwarszawe@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
648,Odium Rex,patron,,info@odiumrex.com,https://odiumrex.com,,t,f,f,f,50,50.0,50.0
649,Odra,local_press,,odra@odra.net.pl,https://odra.net.pl,,t,f,f,f,50,50.0,50.0
650,Odsłuch Kulturalny,radio,,egida.kultura@us.edu.pl,https://us.edu.pl,,t,f,f,f,50,50.0,50.0
651,Off On czyli Made in Poland [RIP],radio,,przemyslaw.banaszkiewicz@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
652,Off Radio Kraków,radio,,off@radiokrakow.pl,https://radiokrakow.pl,,t,f,f,f,50,50.0,50.0
653,Oficyna Biedota,patron,,oficyna@biedota.com,https://biedota.com,,t,f,f,f,50,50.0,50.0
654,Ola Niepsuj,creator,,niepsuja@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
655,Olejnicki Mikołaj,radio,,mikolaj.olejnicki@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
656,Oliwia Adamkowska,creator,,oadamkowska@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
657,Olo Records Management,patron,,biuro@olorecords.pl,https://olorecords.pl,,t,f,f,f,50,50.0,50.0
658,Olsztyn,radio,,radio@ro.com.pl,https://ro.com.pl,,t,f,f,f,50,50.0,50.0
659,Only4Music,local_press,,kontakt@only4music.com,https://only4music.com,,t,f,f,f,50,50.0,50.0
660,OnlyGoodMusic,local_press,,onlygoodmusic@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
661,Opcje,local_press,,redakcja@opcje.net.pl,https://opcje.net.pl,,t,f,f,f,50,50.0,50.0
662,Orbit,radio,,kontakt@radioorbit.pl,https://radioorbit.pl,,t,f,f,f,50,50.0,50.0
663,Ortiga,reviewer,,ortigaclothing@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
664,Osterdam Records,patron,,info@osterdamrecords.com,https://osterdamrecords.com,,t,f,f,f,50,50.0,50.0
665,Other Center,local_press,,redakcja@othercenter.pl,https://othercenter.pl,,t,f,f,f,50,50.0,50.0
666,Other Music Label,patron,,manager@othermusiclabel.pl,https://othermusiclabel.pl,,t,f,f,f,50,50.0,50.0
667,Out Of Line Music,patron,,info@outofline.de,https://outofline.de,,t,f,f,f,50,50.0,50.0
668,Outrave,local_press,,outravemedia@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
669,P.anika w Krakowie,radio,,p.anika@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
670,PANTER ART,creator,,panterart13@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
671,PGA,local_press,,patrykgaluszka@gazeta.pl,https://gazeta.pl,,t,f,f,f,50,50.0,50.0
672,PIK WROCŁAW,local_press,,kontakt@pik.wroclaw.pl,https://pik.wroclaw.pl,,t,f,f,f,50,50.0,50.0
673,PKPZin,local_press,,pkpzin@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
674,POKA POKA,local_press,,poka@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
675,PUMSMAJER - Kamil Karpiński,creator,,pumsmajer@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
676,Pagan Records,patron,,info@pagan-records.com,https://pagan-records.com,,t,f,f,f,50,50.0,50.0
677,Pan Od Muzyki,local_press,,kamil@matuszak.tk,https://matuszak.tk,,t,f,f,f,50,50.0,50.0
678,PandArt Design,creator,,pandart-design@hotmail.com,https://hotmail.com,,t,f,f,f,50,50.0,50.0
679,Panda TV (UKSW),local_press,,redakcja@pandatv.pl,https://pandatv.pl,,t,f,f,f,50,50.0,50.0
680,Pandora Clothing,reviewer,,sklep@pandoraclth.com,https://pandoraclth.com,,t,f,f,f,50,50.0,50.0
681,Pani Nożownik,local_press,,siostra.rip@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
